Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCF_902160855	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1161	12	0	0	0	100.00	0.66	0.00
GCF_902160915	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1164	9	0	0	0	100.00	0.60	0.00
GCF_902160945	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1161	12	0	0	0	100.00	0.77	0.00
GCF_902160995	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1164	9	0	0	0	100.00	0.68	0.00
GCF_902165615	k__Bacteria (UID203)	5449	104	58	60	43	1	0	0	0	67.40	1.72	0.00
GCF_902166445	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1145	25	0	0	0	99.80	2.50	8.00
GCF_902363265	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.97	0.17	0.00
GCF_902373845	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.87	0.07	0.00
GCF_902377535	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1171	2	0	0	0	100.00	0.08	0.00
GCF_902381795	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1170	1	0	0	0	99.87	0.04	0.00
GCF_902387635	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1164	6	0	0	0	99.31	0.49	0.00
GCF_902387665	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.64	0.00
GCF_902387995	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	8	2	0	0	99.97	0.90	21.43
GCF_902388105	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.58	0.00
GCF_902498925	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	12	1	0	0	99.97	1.06	0.00
GCF_902506645	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1160	11	1	0	0	99.97	0.91	0.00
GCF_902506695	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	12	1	0	0	99.97	1.06	0.00
GCF_902506715	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	12	1	0	0	99.97	1.06	0.00
GCF_902506735	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	12	1	0	0	99.97	1.06	0.00
GCF_902706235	f__Enterobacteriaceae (UID5103)	157	1005	324	0	997	7	1	0	0	100.00	0.55	0.00
GCF_902807175	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.36	0.00
GCF_902807235	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1156	15	0	0	0	99.87	1.38	46.67
GCF_902807305	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1138	32	1	0	0	99.87	2.99	37.14
GCF_904425445	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	10	1	0	0	99.90	1.02	0.00
GCF_904859905	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.90	0.25	0.00
GCF_905218895	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1164	7	0	0	0	99.90	1.36	0.00
GCF_905219065	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	5	0	1	0	100.00	1.60	9.09
GCF_905232395	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.16	0.00
GCF_905232515	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	12	0	0	0	100.00	0.83	41.67
GCF_905232555	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1164	7	0	0	0	99.90	0.56	0.00
GCF_905232605	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1164	7	0	0	0	99.90	0.56	0.00
GCF_905232695	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1163	7	0	0	0	99.83	0.56	0.00
GCF_905329885	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.70	0.45	0.00
GCF_905330765	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	3	2	0	0	99.90	1.16	11.11
GCF_905335675	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1155	16	0	0	0	99.90	1.88	43.75
GCF_905335685	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	7	0	1	0	100.00	1.19	15.38
GCF_905337805	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.36	0.00
GCF_905337845	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.32	0.00
GCF_905338045	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1161	7	1	0	0	99.60	0.96	10.00
GCF_910573735	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.91	0.13	0.00
GCF_916618775	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.94	0.35	0.00
SD_2_G2	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SD_5_A12	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1156	14	0	0	0	99.81	1.21	7.14
SD_5_D4	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1170	1	0	0	0	99.90	0.04	0.00
SD_9_A7	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.70	0.07	0.00
SD_9_B7	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.45	0.00
SD_9_C7	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
SD_9_H6	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.70	0.07	0.00
SG18_100_2_S18	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.55	0.38	0.00
SG18_109_2_S19	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.55	0.38	0.00
SG18_138_1_S32	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.55	0.22	0.00
SG18_138_2_S33	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.55	0.22	0.00
SG18_223_S110	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1166	3	0	0	0	99.45	0.13	0.00
SG18_227_S53	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.55	0.22	0.00
SG18_229_S54	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.55	0.30	0.00
SG18_265_S115	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.58	0.00
SG18_42_S4	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.60	0.22	0.00
SG18_8_S1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.80	0.00
