name	Metal	Biocide	Heat	Virulence	Acid
GCF_016503825	arsA,arsD,arsR,pcoA,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_019656355				ybtP,ybtQ	
GCF_008364725	arsA,arsD,arsR				
GCF_008364895	arsA,arsD,arsR,pcoR,pcoS,silE,terD,terW,terZ				
GCF_009649935	arsA,arsD,arsR	qacEdelta1		capU	
GCF_016504745	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_021496985	arsA,arsD,arsR,merC,merP,merR,merT	qacEdelta1			
GCF_019585185	merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_016502285					
GCF_008502135	merA,merD,merE,merR,merT	qacEdelta1			
GCF_004004965	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terW	qacEdelta1			
GCF_016893885					
GCF_016500565				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_008693605	arsA,arsD,arsR				
GCF_016503735	arsA,arsD,arsR	qacEdelta1			
GCF_902160915	arsA,arsD,arsR				
GCF_010592375	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_021278985				espA,espF,espK,nleB,nleC,tir	
GCF_019731585	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_002025225	arsA,arsD,arsR				
GCF_000398845	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_008364705	arsA,arsD,arsR,chrA,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_016501675				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_001413315	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_013336945	merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE			
GCF_015167655					
SG18_42_S4					
GCF_013336995	arsA,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_019655495	arsA,arsD,arsR	qacEdelta1			
GCF_001880945	arsA,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_014803165	arsA,arsD,arsR,merA,merD,merE,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_002185305	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013751655	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR				
GCF_013790265	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			ybtP,ybtQ	
GCF_001062165					
GCF_013828645	arsA,arsD,arsR				
GCF_002919495	arsR				
GCF_018444815	ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_013731955					
GCF_016503295				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_000731055	arsA,arsD,arsR				
GCF_001059255	arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_001037575	merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_015554155	arsD,arsR,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
