name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7	ST_new	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain	Flag	Source_img
ERQ0154	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	99.46%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_004167485	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(~75)	dnaG(-)	lysP(~146)	placeholder_ST34	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10239581	Human	USA	2015	ca_0067	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013085885	cfreundii	19	aspC(11)	clpX(12)	fadD(14)	mdh(6)	arcA(5)	dnaG(9)	lysP(11)	19	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13978991	Human	Brazil	2015	CitB	Brazil	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001055295	cfreundii	341	aspC(26)	clpX(12)	fadD(14)	mdh(6)	arcA(5)	dnaG(28)	lysP(11)	341	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03197733	Human	USA	"NA"	537_CKOS	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001867255	cfreundii	-	aspC(91)	clpX(93)	fadD(55)	mdh(47)	arcA(~33)	dnaG(45)	lysP(2)	placeholder_ST117	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN05440239	Human	Spain	2009	CF1_ST89	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/spain.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_008370135	cfreundii	-	aspC(72)	clpX(70)	fadD(81)	mdh(7)	arcA(~3)	dnaG(1)	lysP(6)	placeholder_ST118	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN09981726	Reptile	Brazil	2017	TV06	Brazil	Reptile
GCF_016500505	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340035	Human	USA	2019	CB00200	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016504495	cfreundii	-	aspC(80)	clpX(10)	fadD(56)	mdh(13)	arcA(7)	dnaG(6)	lysP(~61)	placeholder_ST119	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435609	Human	USA	2018	CB00067	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019281555	cfreundii	-	aspC(137)	clpX(152)	fadD(178)	mdh(~179)	arcA(115)	dnaG(-)	lysP(185)	placeholder_ST120	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN19607876	Human	USA	2019	PIECR3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018442145	cfreundii	-	aspC(16)	clpX(101)	fadD(222)	mdh(48)	arcA(5)	dnaG(22)	lysP(11)	placeholder_ST121	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372053	Human	Germany	2018	Survcare137	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019047765	cfreundii	-	aspC(34)	clpX(34)	fadD(37)	mdh(115)	arcA(23)	dnaG(30)	lysP(66)	placeholder_ST122	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN16357566	"NA"	Germany	"NA"	FDAARGOS 1424	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016501865	cfreundii	95	aspC(51)	clpX(53)	fadD(33)	mdh(15)	arcA(5)	dnaG(6)	lysP(5)	95	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16339986	Human	USA	2019	CB00143	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001880905	cfreundii	112	aspC(26)	clpX(5)	fadD(69)	mdh(15)	arcA(5)	dnaG(54)	lysP(17)	112	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447751	Human	Spain	2013	CF_13_ST_93	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/spain.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002880615	cfreundii	-	aspC(~137)	clpX(~152)	fadD(~215)	mdh(~136)	arcA(~115)	dnaG(-)	lysP(~187)	placeholder_ST40	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03455929	"NA"	USA	2014	CFNIH2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_019659905	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568206	Human	China	2016	CF-16-17	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016905625	cfreundii	-	aspC(10)	clpX(~112)	fadD(194)	mdh(48)	arcA(91)	dnaG(22)	lysP(74)	placeholder_ST4	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16933281	Human	Czech Republic	2019	CF49942	Czech Republic	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013266895	cfreundii	-	aspC(42)	clpX(86)	fadD(94)	mdh(85)	arcA(29)	dnaG(69)	lysP(80)	placeholder_ST39	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN14531572	Camel	India	2018	CRN 21	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/india.png	Camel
GCF_016505445	cfreundii	356	aspC(61)	clpX(131)	fadD(154)	mdh(116)	arcA(24)	dnaG(133)	lysP(91)	356	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435561	Human	USA	2017	CB00017	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018420365	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373134	Human	Germany	2019	ur19075683	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013724765	cfreundii	-	aspC(~132)	clpX(~3)	fadD(~83)	mdh(~71)	arcA(3)	dnaG(~129)	lysP(~167)	placeholder_ST123	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148753	Environment	United Kingdom	2017	RHBSTW-00965	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_018420675	cfreundii	-	aspC(133)	clpX(~158)	fadD(155)	mdh(149)	arcA(~38)	dnaG(135)	lysP(35)	placeholder_ST124	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17373120	Human	Germany	2019	Survcare462	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016461655	cfreundii	-	aspC(5)	clpX(~10)	fadD(33)	mdh(~48)	arcA(5)	dnaG(172)	lysP(115)	placeholder_ST125	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17173735	Bovine	USA	2018	Bacteria	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_020034515	cfreundii	-	aspC(~133)	clpX(158)	fadD(157)	mdh(~89)	arcA(30)	dnaG(113)	lysP(~157)	placeholder_ST126	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN20990854	Other	Brazil	2019	A3	Brazil	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_013791065	cfreundii	396	aspC(16)	clpX(12)	fadD(70)	mdh(15)	arcA(88)	dnaG(6)	lysP(50)	396	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148506	Environment	United Kingdom	2017	RHBSTW-00135	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_019660345	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568216	Human	China	2016	CF-16-61	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
ERQ0250	cfreundii	-	aspC(16)	clpX(12)	fadD(70)	mdh(~15)	arcA(88)	dnaG(6)	lysP(50)	placeholder_ST127	Citrobacter freundii	99.73%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_001412795	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872790	"NA"	USA	2013	RU2 BHI14	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_020215855	cfreundii	284	aspC(14)	clpX(6)	fadD(141)	mdh(7)	arcA(3)	dnaG(108)	lysP(51)	284	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20477955	Avian	China	2020	XM10F302-7	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Avian
GCF_019270315	cfreundii	-	aspC(~148)	clpX(~52)	fadD(~144)	mdh(~125)	arcA(~69)	dnaG(~156)	lysP(~156)	placeholder_ST128	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824625	Other	Thailand	"NA"	Colony313	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_018446045	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371888	Human	Germany	2018	sc18412584	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009876755	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(~75)	dnaG(-)	lysP(~146)	placeholder_ST34	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945279	Human	USA	2015	BIOML-A8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014596835	cfreundii	-	aspC(34)	clpX(34)	fadD(~37)	mdh(63)	arcA(~23)	dnaG(30)	lysP(66)	placeholder_ST129	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN15963935	Other	Germany	2015	C6_1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_005280825	cfreundii	-	aspC(84)	clpX(148)	fadD(~174)	mdh(132)	arcA(~71)	dnaG(~139)	lysP(~145)	placeholder_ST130	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11369642	"NA"	Poland	"NA"	wls829	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_004331535	cfreundii	79	aspC(43)	clpX(22)	fadD(50)	mdh(41)	arcA(29)	dnaG(38)	lysP(42)	79	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016859065	cfreundii	-	aspC(16)	clpX(~202)	fadD(33)	mdh(6)	arcA(18)	dnaG(9)	lysP(11)	placeholder_ST131	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17766521	Bovine	Turkey	2019	HMKU-VET	Turkey	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
ERQ0173	cfreundii	270	aspC(10)	clpX(12)	fadD(7)	mdh(6)	arcA(5)	dnaG(11)	lysP(11)	270	Citrobacter freundii	99.41%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_013746415	cfreundii	-	aspC(61)	clpX(61)	fadD(168)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	placeholder_ST48	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001546285	cfreundii	-	aspC(28)	clpX(167)	fadD(33)	mdh(6)	arcA(5)	dnaG(9)	lysP(17)	placeholder_ST132	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03842472	Human	"NA"	"NA"	GED7749C	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009876705	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(~75)	dnaG(-)	lysP(~146)	placeholder_ST34	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945281	Human	USA	2015	BIOML-A10	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009648935	cfreundii	-	aspC(148)	clpX(~108)	fadD(102)	mdh(81)	arcA(20)	dnaG(97)	lysP(~142)	placeholder_ST133	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10574724	Plant	USA	2014	MiY-A	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	Plant
GCF_900520335	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA4830817	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_900080005	cfreundii	-	aspC(~103)	clpX(54)	fadD(59)	mdh(90)	arcA(89)	dnaG(~170)	lysP(~164)	placeholder_ST134	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMEA3935941	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_002918855	cfreundii	167	aspC(10)	clpX(12)	fadD(7)	mdh(72)	arcA(5)	dnaG(11)	lysP(11)	167	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455997	"NA"	USA	2015	CFNIH7	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014903125	cfreundii	108	aspC(13)	clpX(60)	fadD(67)	mdh(14)	arcA(11)	dnaG(53)	lysP(24)	108	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN08148252	Human	USA	"NA"	MGH213	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
SG18_138_1_S32	cfreundii	183	aspC(23)	clpX(89)	fadD(98)	mdh(19)	arcA(60)	dnaG(34)	lysP(23)	183	Citrobacter youngae	99.67%	Gull	Int	"NA"	Gull	Australia	2018	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
ERQ0685	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_009857035	cfreundii	396	aspC(16)	clpX(12)	fadD(70)	mdh(15)	arcA(88)	dnaG(6)	lysP(50)	396	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13282750	Human	China	2018	L75	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004801555	cfreundii	-	aspC(4)	clpX(4)	fadD(9)	mdh(~7)	arcA(6)	dnaG(87)	lysP(~113)	placeholder_ST135	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11268905	Human	United Kingdom	2016	Effluent_1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016504105	cfreundii	486	aspC(148)	clpX(82)	fadD(218)	mdh(81)	arcA(38)	dnaG(169)	lysP(78)	486	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11284931	Human	USA	2018	CB00088	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014926275	cfreundii	117	aspC(26)	clpX(53)	fadD(20)	mdh(15)	arcA(5)	dnaG(6)	lysP(58)	117	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13908065	Human	Brazil	2016	C156	Brazil	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019265345	cfreundii	-	aspC(9)	clpX(~168)	fadD(15)	mdh(11)	arcA(47)	dnaG(107)	lysP(106)	placeholder_ST136	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17843177	Other	Thailand	"NA"	Colony275	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_016501325	cfreundii	95	aspC(51)	clpX(53)	fadD(33)	mdh(15)	arcA(5)	dnaG(6)	lysP(5)	95	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340007	Human	USA	2019	CB00165	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005281045	cfreundii	507	aspC(26)	clpX(159)	fadD(20)	mdh(107)	arcA(5)	dnaG(22)	lysP(17)	507	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11369630	"NA"	Poland	"NA"	wls712	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_002215605	cfreundii	155	aspC(7)	clpX(81)	fadD(55)	mdh(74)	arcA(51)	dnaG(67)	lysP(77)	155	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN07196160	Human	Pakistan	2016	30_2	Pakistan	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014189285	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11506077	Human	Canada	2018	N18-04128	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013899425	cfreundii	-	aspC(59)	clpX(31)	fadD(5)	mdh(75)	arcA(3)	dnaG(52)	lysP(2)	placeholder_ST137	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148080	Bovine	United Kingdom	2017	RHB12-C05	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_016503645	cfreundii	-	aspC(16)	clpX(177)	fadD(~13)	mdh(~15)	arcA(12)	dnaG(54)	lysP(~118)	placeholder_ST138	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220317	Human	USA	2018	CB00112	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018919505	cfreundii	-	aspC(13)	clpX(194?)	fadD(~67)	mdh(100)	arcA(~11)	dnaG(21)	lysP(15)	placeholder_ST139	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN19645718	Human	"NA"	2016	S55_ASV_140	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_003429605	cfreundii	-	aspC(135)	clpX(~149)	fadD(~174)	mdh(~132)	arcA(71)	dnaG(136)	lysP(~145)	placeholder_ST140	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN09791470	Plant	Germany	2015	MBT-C3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	Plant
GCF_013168955	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11394775	Human	Colombia	2013	C2-03	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/colombia.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002796505	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04014863	"NA"	"NA"	"NA"	AR_0022	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016505385	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435567	Human	USA	2017	CB00023	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009730355	cfreundii	-	aspC(~9)	clpX(11)	fadD(15)	mdh(11)	arcA(96)	dnaG(8)	lysP(171)	placeholder_ST141	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11056453	Human	USA	"NA"	FDAARGOS_738	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_003401455	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08623795	Human	USA	2014	CRE20	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001413215	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872789	"NA"	USA	2013	RU2 BHI13	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
