ID ST_new Cluster__autocolour bacsort_species match collection Int_Ext biosample Source Country Date strain Year_bin Source_simple
GCF_014103585 ST110 869 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148578 Environment "United Kingdom" 2017 RHBSTW-00325 2016-2020 Environment
ERQ0251 ST110 670 "Citrobacter braakii" 99.76% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013781965 ST147^^ 870 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_014856095 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12219995 Human Germany 2014 CF13066 2011-2015 Human
ERQ0672 ST218^^ 638 "Citrobacter braakii" 99.25% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_011030315 ST112 871 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14120187 Human Lebanon 2018 CFM_69 2016-2020 Human
GCF_002211705 ST289^^ 872 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_000937455 ST22 873 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
ERQ0169 ST268 874 "Citrobacter braakii" 98.67% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
SD_9_C7 ST95 875 "Citrobacter freundii" 99.78% Gull Int NA Gull Australia 2019 NA 2016-2020 Gull
GCF_014105665 ST11 877 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148103 Bovine "United Kingdom" 2017 RHB14-C01 2016-2020 Swine/Bovine
GCF_000398825 ST290^^ 878 "Citrobacter freundii" 100.00% RefSeq Ext SAMN00847637 Unknown Unknown NA KTE30 Unknown Unknown
GCF_019265365 ST291^^ 879 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17843176 Other Thailand 2019 Colony249 2016-2020 Other
GCF_016504725 ST40^^ 880 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10435605 Human USA 2017 CB00062 2016-2020 Human
GCF_005280815 ST292^^ 881 "Citrobacter werkmanii" 100.00% RefSeq Ext SAMN11369647 Unknown Poland NA TBCS-15 Unknown Unknown
DB_3_D1 ST23^^ 58 "Citrobacter freundii" 99.49% Wastewater Int NA Wastewater Australia 2020 NA 2016-2020 Wastewater
GCF_013737455 ST5^^ 13 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
SG18_109_2_S19 ST183 610 "Citrobacter youngae" 99.77% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_000238735 ST141^^ 370 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN02463852 Human Unknown NA 4_7_47CFAA Unknown Human
GCF_018439905 ST98 730 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371798 Human Germany 2016 NRZ-29912 2016-2020 Human
GCF_016503695 ST62 882 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220315 Human USA 2018 CB00110 2016-2020 Human
GCF_001034445 ST169 495 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03280161 Human Unknown 2014 MGH99 2011-2015 Human
GCF_019659885 ST105^^ 883 "Citrobacter braakii" 100.00% RefSeq Ext SAMN20568213 Human China 2016 CF-16-58 2016-2020 Human
GCF_013345705 ST293^^ 884 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15168086 Environment USA 2017 MBL 2016-2020 Environment
GCF_013751895 ST11 877 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148584 Environment "United Kingdom" 2017 RHBSTW-00342 2016-2020 Environment
GCF_008364645 ST294^^ 885 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12560196 Plant Germany 2015 C10 2011-2015 Plant
GCF_011392435 ST128 886 "Citrobacter youngae" 100.00% RefSeq Ext SAMN12289071 Human France 2018 175G8 2016-2020 Human
GCF_019048805 ST237^^ 692 "Citrobacter braakii" 100.00% RefSeq Ext SAMN16357563 Unknown Germany NA "FDAARGOS 1421" Unknown Unknown
GCF_001412855 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872799 Unknown USA 2013 "RU2 BHI23" 2011-2015 Unknown
GCF_004327835 ST98 129 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10976863 Human USA 2016 2016WA-NCV 2016-2020 Human
GCF_014856035 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12219998 Human Germany 2014 CF13143 2011-2015 Human
GCF_011022025 ST98 32 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_015356435 ST295^^ 887 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16125010 Environment Unknown 2019 CPE2 2016-2020 Environment
ERQ0199 ST110 25 "Citrobacter braakii" 99.67% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_018423015 ST19 889 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373003 Human Germany 2019 Survcare320 2016-2020 Human
GCF_001412875 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872800 Unknown USA 2013 "RU2 BHI24" 2011-2015 Unknown
GCF_016501565 ST296^^ 890 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMN16339995 Human USA 2019 CB00153 2016-2020 Human
GCF_014337335 ST113^^ 297 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08148335 Human USA NA MGH281 Unknown Human
GCF_001880825 ST22 891 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05441430 Human Spain 2013 CF8_ST22 2011-2015 Human
GCF_001317135 ST63 131 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN04011451 Human "South Africa" 2013 ST63:944526466 2011-2015 Human
GCF_016501545 ST297^^ 892 "Citrobacter youngae" 100.00% RefSeq Ext SAMN16339996 Human USA 2019 CB00154 2016-2020 Human
GCF_014802965 ST22 100 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205303 Human France 2018 179H10 2016-2020 Human
GCF_016503825 ST120^^ 895 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN12220311 Human USA 2018 CB00106 2016-2020 Human
GCF_019656355 ST497 126 "Citrobacter europaeus" 100.00% RefSeq Ext SAMD00323044 Unknown Unknown NA NA Unknown Unknown
GCF_008364725 ST298^^ 896 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12560192 Plant Germany 2015 C4 2011-2015 Plant
GCF_008364895 ST263^^ 784 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12560197 Plant Germany 2015 C12 2011-2015 Plant
GCF_009649935 ST222^^ 646 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN13135736 Plant China 2017 S40-1-2 2016-2020 Plant
GCF_021496985 ST299^^ 898 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15062844 Fish China 2019 BY9F36 2016-2020 Fish/Reptile
GCF_019585185 ST300^^ 899 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11855534 Environment Nigeria 2016 EC_11 2016-2020 Environment
GCF_016502285 ST238 466 "Citrobacter youngae" 100.00% RefSeq Ext SAMN10435550 Human USA 2017 CB00005 2016-2020 Human
GCF_008502135 ST323 900 "Citrobacter freundii" 100.00% RefSeq Ext SAMN09862364 Unknown Nigeria 2014 CC12 2011-2015 Unknown
GCF_004004965 ST114 901 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644688 Human France 2017 11600000 2016-2020 Human
GCF_016893885 ST104 902 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824650 Other Thailand 2019 Colony233 2016-2020 Other
GCF_008693605 ST3 903 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN11056332 Human USA NA FDAARGOS_617 Unknown Human
GCF_016503735 ST91 176 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220313 Human USA 2018 CB00108 2016-2020 Human
GCF_902160915 ST154^^ 411 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA104567600 Unknown Unknown NA NA Unknown Unknown
GCF_010592375 ST95 904 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12250721 Human USA 2016 AS012402 2016-2020 Human
GCF_019731585 ST20 445 "Citrobacter cronae" 100.00% RefSeq Ext SAMN14389568 Human China 2020 K48_1 2016-2020 Human
GCF_002025225 ST301^^ 905 "Citrobacter werkmanii" 100.00% RefSeq Ext SAMN06444903 Environment China 2012 BF-6 2011-2015 Environment
GCF_000398845 ST197^^ 906 "Citrobacter braakii" 100.00% RefSeq Ext SAMN00847640 Unknown Unknown NA KTE151 Unknown Unknown
GCF_008364705 ST302^^ 907 "Citrobacter braakii" 100.00% RefSeq Ext SAMN12560194 Plant Germany 2015 C7 2011-2015 Plant
GCF_001413315 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872797 Unknown USA 2013 "RU2 BHI21" 2011-2015 Unknown
GCF_013336945 ST95 909 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082850 Human USA 2014 YDC661 2011-2015 Human
SG18_42_S4 ST303^^ 911 "Citrobacter youngae" 98.96% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_013336995 ST240^^ 705 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082846 Human USA 2018 RS259 2016-2020 Human
GCF_019655495 ST216^^ 630 "Citrobacter freundii" 100.00% RefSeq Ext SAMD00298536 Unknown Unknown NA NA Unknown Unknown
GCF_001880945 ST64 912 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05447747 Human Spain 2013 CF_11_ST_64 2011-2015 Human
GCF_014803165 ST22 279 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205292 Human France 2018 1640000000000 2016-2020 Human
GCF_002185305 ST304^^ 913 "Citrobacter cronae" 100.00% RefSeq Ext SAMN06812673 Human USA 2014 CRK0001 2011-2015 Human
GCF_013751655 ST11 914 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148588 Environment "United Kingdom" 2017 RHBSTW-00350 2016-2020 Environment
GCF_013790265 ST150 145 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148520 Environment "United Kingdom" 2017 RHBSTW-00162 2016-2020 Environment
GCF_001062165 ST305^^ 915 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03197132 Human USA NA 1175_SENT Unknown Human
GCF_013828645 ST306^^ 916 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148277 Bovine "United Kingdom" 2017 RHB29-C07 2016-2020 Swine/Bovine
GCF_018444815 ST116 917 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371948 Human Germany 2018 Survcare036 2016-2020 Human
GCF_013731955 ST216 918 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148707 Environment "United Kingdom" 2017 RHBSTW-00830 2016-2020 Environment
GCF_000731055 ST307^^ 920 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN02726357 Human Malaysia 2013 L8A 2011-2015 Human
GCF_001059255 ST233^^ 742 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03198080 Human USA NA 873_CKOS Unknown Human
GCF_001037575 ST19 921 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03280169 Human Unknown 2014 BIDMC107 2011-2015 Human
