snp-dists 0.6.3,DB_3_D1,DB_3_F10,ERQ0043,ERQ0044,ERQ0045,ERQ0152,ERQ0154,ERQ0155,ERQ0156,ERQ0159,ERQ0160,ERQ0161,ERQ0162,ERQ0165,ERQ0169,ERQ0173,ERQ0186,ERQ0189,ERQ0192,ERQ0199,ERQ0200,ERQ0211,ERQ0212,ERQ0213,ERQ0216,ERQ0217,ERQ0222,ERQ0224,ERQ0225,ERQ0227,ERQ0230,ERQ0233,ERQ0241,ERQ0243,ERQ0246,ERQ0250,ERQ0251,ERQ0255,ERQ0259,ERQ0278,ERQ0310,ERQ0572,ERQ0672,ERQ0678,ERQ0681,ERQ0682,ERQ0685,ERQ0689,GCF_000018045,GCF_000155975,GCF_000158355,GCF_000238735,GCF_000342325,GCF_000388155,GCF_000521945,GCF_000521965,GCF_000582615,GCF_000692115,GCF_000731055,GCF_000734905,GCF_000764735,GCF_000783445,GCF_000783755,GCF_000783995,GCF_000786265,GCF_000786275,GCF_000826205,GCF_000835925,GCF_000937455,GCF_000937505,GCF_000972645,GCF_000981805,GCF_000982845,GCF_001022155,GCF_001022275,GCF_001276105,GCF_001276125,GCF_001281005,GCF_001471655,GCF_001546285,GCF_001546305,GCF_001552875,GCF_001558935,GCF_001559075,GCF_001718055,GCF_002042885,GCF_002073755,GCF_002114305,GCF_002151695,GCF_002185305,GCF_002208845,GCF_002208985,GCF_002786865,GCF_002796485,GCF_002796505,GCF_002843195,GCF_002863965,GCF_002871775,GCF_002880615,GCF_002903215,GCF_002903305,GCF_002918455,GCF_002918465,GCF_002918495,GCF_002918505,GCF_002918555,GCF_002918575,GCF_002918835,GCF_002918855,GCF_002918865,GCF_002918875,GCF_002918935,GCF_002919425,GCF_002919455,GCF_002919485,GCF_002919795,GCF_002919825,GCF_002923765,GCF_002934505,GCF_002939255,GCF_002946635,GCF_002947035,GCF_002947675,GCF_003015305,GCF_003019835,GCF_003175795,GCF_003184045,GCF_003226155,GCF_003255895,GCF_003665535,GCF_003665595,GCF_003665615,GCF_003665635,GCF_003665655,GCF_004322975,GCF_005280805,GCF_005280825,GCF_005280855,GCF_005280875,GCF_005280915,GCF_005280935,GCF_005280955,GCF_005280975,GCF_005281015,GCF_005281025,GCF_005281055,GCF_005281115,GCF_005281125,GCF_005281155,GCF_005281165,GCF_005281175,GCF_005281195,GCF_005281245,GCF_005281255,GCF_005281325,GCF_005281355,GCF_005406305,GCF_008931685,GCF_014332945,GCF_014333035,GCF_900079995,GCF_900080005,GCF_902387635,SD_2_G2,SD_5_A12,SD_5_D4,SD_9_A7,SD_9_B7,SD_9_C7,SD_9_H6,SG18_100_2_S18,SG18_109_2_S19,SG18_138_1_S32,SG18_138_2_S33,SG18_223_S110,SG18_227_S53,SG18_229_S54,SG18_265_S115,SG18_42_S4,SG18_8_S1
GCF_003015305,104,103,132,653,132,116,116,1090,117,1091,654,141,1091,1090,1088,122,122,116,654,1091,119,1091,123,1091,1091,1091,654,1091,104,181,114,182,165,116,1091,126,1090,116,95,116,117,1076,1097,104,104,105,104,104,2710,1247,670,699,119,164,675,178,136,1035,2881,136,2949,2712,179,1029,1083,1091,1463,3172,140,123,1084,2915,115,140,140,2904,2904,681,2901,156,2703,2703,2894,2863,116,683,1026,1295,2905,1304,1080,2704,1038,671,176,671,2713,117,2853,1090,654,1091,1091,1091,1047,2823,1088,126,126,140,179,2823,1091,1091,1091,1090,127,1088,126,1097,671,2698,2703,0,178,126,2700,2702,661,181,127,126,180,156,140,2151,2149,1400,1346,1092,661,1304,1369,1464,1278,2164,1278,1304,1093,1097,1326,2165,1099,1300,1096,1311,2703,131,1083,2899,1038,1021,1029,2892,1080,122,1292,1098,131,1292,1305,1305,1307,1307,1324,1304,1439,2153,1418,2164
GCF_003019835,174,191,182,677,182,180,180,1104,181,1105,678,169,1105,1104,1104,189,189,180,678,1105,207,1105,187,1105,1105,1105,678,1105,174,87,178,88,119,180,1105,202,1104,180,199,180,181,1103,1113,174,174,175,174,174,2746,1274,688,734,185,118,695,128,188,1065,2882,188,2960,2741,129,1059,1099,1114,1462,3187,168,189,1109,2923,179,168,168,2906,2906,705,2905,204,2741,2741,2894,2865,180,699,1054,1329,2907,1336,1106,2742,1067,687,126,701,2742,191,2853,1104,678,1110,1110,1110,1077,2836,1107,193,193,168,1,2836,1110,1110,1110,1104,179,1102,193,1111,687,2725,2741,178,0,202,2727,2734,688,3,207,197,130,204,168,2179,2176,1412,1374,1117,681,1339,1397,1463,1316,2190,1313,1339,1118,1116,1354,2192,1117,1330,1112,1342,2733,181,1091,2899,1071,1054,1059,2892,1097,158,1322,1113,181,1322,1329,1329,1331,1331,1352,1326,1434,2181,1437,2192
GCF_003175795,144,107,152,653,152,152,152,1103,153,1104,654,151,1104,1103,1100,148,148,152,654,1104,141,1104,159,1104,1104,1104,654,1104,144,215,136,216,177,152,1104,2,1103,152,139,152,153,1091,1110,144,144,145,144,144,2699,1257,668,707,155,200,674,162,152,1052,2867,152,2944,2701,163,1048,1094,1110,1465,3168,150,135,1101,2906,151,150,150,2894,2894,679,2889,158,2692,2692,2880,2854,152,681,1045,1301,2895,1312,1097,2693,1055,669,160,678,2702,119,2842,1103,654,1105,1105,1105,1050,2817,1102,152,152,150,203,2817,1105,1105,1105,1103,147,1103,152,1112,669,2685,2692,126,202,0,2687,2691,660,205,155,134,164,158,150,2149,2147,1403,1349,1105,666,1315,1372,1466,1292,2166,1291,1315,1106,1112,1335,2163,1116,1303,1111,1318,2690,151,1083,2887,1057,1038,1048,2878,1097,142,1294,1112,151,1294,1313,1313,1315,1315,1333,1312,1439,2156,1419,2166
GCF_003184045,2707,2698,2708,2674,2708,2694,2694,2750,2695,2751,2675,2724,2750,2750,2737,2699,2699,2694,2675,2750,2698,2750,2700,2751,2751,2751,2675,2750,2707,2716,2703,2717,2711,2694,2751,2687,2750,2694,2701,2694,2695,2738,2754,2707,2707,2708,2707,2707,151,2626,2677,2677,2706,2707,2684,2710,2710,2681,2628,2710,2703,137,2711,2675,2739,2753,2771,2778,2723,2706,2734,2700,2693,2723,2723,2616,2616,2673,2623,2699,144,144,2621,2568,2694,2681,2680,2689,2617,2681,2738,145,2677,2672,2710,2681,134,2702,2562,2750,2675,2738,2738,2738,2729,2647,2738,2705,2705,2723,2728,2647,2738,2738,2738,2750,2707,2747,2705,2743,2672,2,144,2700,2727,2687,0,143,2687,2730,2713,2702,2712,2699,2723,2884,2895,2767,2754,2752,2680,2683,2745,2772,2687,2891,2699,2683,2753,2756,2729,2886,2760,2684,2754,2688,154,2707,2770,2630,2703,2671,2675,2626,2746,2702,2768,2752,2707,2768,2735,2735,2733,2733,2727,2727,2767,2884,2748,2890
GCF_003226155,2713,2702,2712,2671,2712,2698,2698,2743,2699,2744,2672,2724,2743,2743,2729,2702,2702,2698,2672,2743,2704,2743,2704,2744,2744,2744,2672,2743,2713,2720,2708,2721,2714,2698,2744,2691,2743,2698,2707,2698,2699,2727,2743,2713,2713,2714,2713,2713,126,2626,2675,2672,2713,2712,2684,2712,2715,2678,2624,2715,2699,136,2713,2669,2732,2747,2770,2772,2723,2711,2723,2680,2697,2723,2723,2606,2606,2671,2615,2705,135,135,2613,2561,2698,2677,2677,2691,2607,2685,2731,136,2672,2673,2712,2678,145,2706,2551,2743,2672,2733,2733,2733,2727,2654,2733,2708,2708,2723,2735,2654,2733,2733,2733,2743,2711,2738,2708,2734,2673,143,135,2702,2734,2691,143,0,2684,2737,2717,2705,2714,2705,2723,2871,2888,2760,2753,2741,2679,2686,2747,2771,2691,2892,2702,2686,2742,2749,2730,2881,2751,2691,2746,2688,125,2711,2773,2626,2702,2669,2669,2622,2739,2700,2769,2745,2711,2769,2736,2736,2734,2734,2728,2726,2767,2885,2748,2891
GCF_003255895,663,660,672,177,672,668,668,1050,669,1051,178,679,1051,1050,1062,678,678,668,178,1051,664,1051,675,1051,1051,1051,178,1051,663,686,658,687,676,668,1051,660,1050,668,668,668,669,1038,1067,663,663,664,663,663,2691,1228,149,300,661,673,152,667,660,1000,2847,660,2922,2699,668,996,1046,1060,1513,3167,678,645,1053,2880,667,678,678,2864,2864,177,2862,663,2694,2694,2865,2824,668,173,987,1290,2865,1286,1051,2695,1006,150,665,224,2698,657,2823,1050,178,1066,1066,1066,985,2774,1063,682,682,678,689,2774,1066,1066,1066,1050,666,1057,682,1064,150,2685,2694,661,688,660,2687,2684,0,691,670,661,669,663,678,2139,2142,1462,1422,1053,147,1288,1443,1514,1271,2154,1273,1288,1054,1064,1406,2151,1065,1286,1062,1298,2686,671,1220,2866,999,987,996,2857,1053,646,1379,1063,671,1379,1418,1418,1417,1417,1404,1413,1482,2143,1471,2154
GCF_003665535,177,194,185,680,185,183,183,1107,184,1108,681,172,1108,1107,1107,192,192,183,681,1108,210,1108,190,1108,1108,1108,681,1108,177,90,181,91,122,183,1108,205,1107,183,202,183,184,1106,1116,177,177,178,177,177,2749,1277,691,737,188,121,698,131,191,1068,2885,191,2963,2744,132,1062,1102,1117,1465,3190,171,192,1112,2926,182,171,171,2909,2909,708,2908,207,2744,2744,2897,2868,183,702,1057,1332,2910,1339,1109,2745,1070,690,129,704,2745,194,2856,1107,681,1113,1113,1113,1080,2839,1110,196,196,171,2,2839,1113,1113,1113,1107,182,1105,196,1114,690,2728,2744,181,3,205,2730,2737,691,0,210,200,133,207,171,2182,2179,1415,1377,1120,684,1342,1400,1466,1319,2193,1316,1342,1121,1119,1357,2195,1120,1333,1115,1345,2736,184,1094,2902,1074,1057,1062,2895,1100,161,1325,1116,184,1325,1332,1332,1334,1334,1355,1329,1437,2184,1440,2195
GCF_003665595,149,150,143,659,143,147,147,1098,148,1099,660,162,1099,1098,1102,163,163,147,660,1099,108,1099,154,1099,1099,1099,660,1099,149,218,137,219,186,147,1099,155,1098,147,104,147,148,1090,1107,149,149,150,149,149,2725,1259,679,713,120,201,682,209,151,1051,2873,151,2956,2725,210,1049,1095,1101,1465,3182,161,124,1094,2907,146,161,161,2898,2898,689,2893,151,2718,2718,2886,2861,147,688,1046,1299,2899,1312,1094,2719,1058,676,207,683,2726,156,2844,1098,660,1102,1102,1102,1061,2822,1101,167,167,161,208,2822,1102,1102,1102,1098,138,1098,167,1111,676,2711,2718,127,207,155,2713,2717,670,210,0,99,211,151,161,2133,2135,1416,1356,1102,674,1311,1367,1466,1287,2155,1289,1311,1103,1109,1329,2151,1111,1301,1108,1318,2712,142,1080,2889,1056,1041,1049,2884,1092,170,1304,1110,142,1304,1314,1314,1312,1312,1327,1313,1438,2144,1432,2155
GCF_003665615,137,123,104,652,104,124,124,1101,125,1102,653,155,1102,1101,1104,157,157,124,653,1102,115,1102,131,1102,1102,1102,653,1102,137,202,130,203,173,124,1102,134,1101,124,104,124,125,1091,1110,137,137,138,137,137,2713,1258,667,705,120,184,673,184,129,1045,2876,129,2955,2718,185,1041,1098,1102,1455,3184,154,88,1097,2910,123,154,154,2901,2901,677,2898,129,2706,2706,2889,2866,124,679,1038,1300,2902,1310,1097,2707,1048,668,182,673,2719,119,2848,1101,653,1105,1105,1105,1056,2827,1102,161,161,154,198,2827,1105,1105,1105,1101,105,1101,161,1114,668,2700,2706,126,197,134,2702,2705,661,200,99,0,186,129,154,2146,2144,1400,1348,1105,667,1311,1363,1456,1286,2166,1287,1311,1106,1110,1318,2162,1114,1301,1111,1318,2704,103,1077,2896,1050,1031,1041,2887,1095,158,1292,1108,103,1292,1311,1311,1313,1313,1316,1310,1427,2155,1418,2166
GCF_003665635,173,165,189,658,189,164,164,1095,165,1096,659,139,1096,1095,1099,171,171,164,659,1096,207,1096,171,1096,1096,1096,659,1096,173,123,180,124,96,164,1096,164,1095,164,195,164,165,1104,1106,173,173,174,173,173,2722,1265,663,718,179,100,676,2,194,1043,2869,194,2945,2723,3,1040,1100,1125,1453,3165,138,189,1111,2903,163,138,138,2896,2896,686,2891,196,2719,2719,2882,2854,164,681,1035,1312,2897,1318,1114,2720,1044,672,4,682,2724,175,2840,1095,659,1103,1103,1103,1066,2813,1100,175,175,138,131,2813,1103,1103,1103,1095,186,1093,175,1106,672,2710,2719,180,130,164,2712,2714,669,133,211,186,0,196,138,2174,2172,1396,1368,1123,665,1323,1393,1454,1306,2187,1305,1323,1124,1106,1353,2185,1110,1309,1105,1330,2716,188,1072,2889,1054,1035,1040,2880,1092,158,1314,1104,188,1314,1312,1312,1314,1314,1351,1309,1425,2176,1421,2187
GCF_003665655,144,133,157,654,157,146,146,1082,147,1083,655,141,1083,1082,1084,165,165,146,655,1083,140,1083,153,1083,1083,1083,655,1083,144,201,134,202,177,146,1083,158,1082,146,141,146,147,1074,1093,144,144,145,144,144,2715,1246,668,704,139,204,674,194,136,1028,2870,136,2948,2716,195,1031,1077,1091,1452,3186,140,145,1080,2907,145,140,140,2895,2895,680,2888,0,2710,2710,2882,2862,146,680,1020,1312,2896,1312,1081,2711,1036,662,192,677,2717,189,2845,1082,655,1085,1085,1085,1043,2830,1082,169,169,140,205,2830,1085,1085,1085,1082,150,1082,169,1093,662,2697,2710,156,204,158,2699,2705,663,207,151,129,196,0,140,2156,2155,1385,1335,1089,665,1315,1336,1453,1298,2175,1299,1315,1090,1093,1312,2170,1097,1309,1094,1333,2705,156,1076,2887,1034,1021,1031,2879,1075,159,1278,1092,156,1278,1303,1303,1303,1303,1310,1298,1419,2164,1407,2175
GCF_004322975,142,128,163,668,163,112,112,1083,113,1084,669,1,1084,1083,1086,123,123,112,669,1084,163,1084,119,1084,1084,1084,669,1084,142,149,136,150,123,112,1084,150,1083,112,151,112,113,1095,1095,142,142,143,142,142,2731,1258,671,720,153,150,689,136,166,1038,2872,166,2953,2734,137,1039,1089,1114,1451,3197,0,165,1100,2902,111,0,0,2898,2898,694,2893,140,2726,2726,2886,2858,112,695,1034,1309,2899,1318,1103,2727,1043,687,134,701,2735,185,2842,1083,669,1090,1090,1090,1061,2825,1087,127,127,0,169,2825,1090,1090,1090,1083,161,1081,127,1095,687,2721,2726,140,168,150,2723,2723,678,171,161,154,138,140,0,2165,2163,1396,1362,1112,678,1322,1383,1452,1299,2180,1300,1322,1113,1095,1350,2178,1099,1306,1094,1326,2725,162,1077,2892,1051,1032,1039,2883,1077,134,1306,1095,162,1306,1302,1302,1304,1304,1348,1301,1424,2169,1408,2180
GCF_005280805,2145,2154,2150,2113,2150,2129,2129,2153,2130,2154,2114,2166,2154,2153,2148,2150,2150,2129,2114,2154,2146,2154,2132,2154,2154,2154,2114,2154,2145,2167,2146,2168,2165,2129,2154,2149,2153,2129,2146,2129,2130,2147,2163,2145,2145,2146,2145,2145,2866,2185,2135,2137,2156,2159,2133,2172,2139,2151,3033,2139,3145,2868,2173,2141,2147,2152,2236,3338,2165,2148,2148,3072,2128,2165,2165,3049,3049,2142,3039,2156,2874,2874,3057,3016,2129,2131,2152,2209,3050,2205,2149,2875,2152,2128,2170,2136,2869,2167,3029,2153,2114,2153,2153,2153,2066,3026,2153,2152,2152,2165,2180,3026,2153,2153,2153,2153,2144,2139,2152,2144,2128,2882,2874,2151,2179,2149,2884,2871,2139,2182,2133,2146,2174,2156,2165,0,97,2238,2213,2154,2124,2211,2215,2237,2224,204,2230,2211,2155,2161,2199,90,2166,2211,2152,2239,2887,2149,2233,3062,2152,2152,2141,3045,2140,2140,2224,2156,2149,2224,2239,2239,2231,2231,2197,2229,2231,196,2238,205
GCF_005280825,2145,2154,2150,2118,2150,2129,2129,2151,2130,2152,2119,2164,2152,2151,2145,2148,2148,2129,2119,2152,2145,2152,2132,2152,2152,2152,2119,2152,2145,2165,2148,2166,2162,2129,2152,2147,2151,2129,2146,2129,2130,2145,2160,2145,2145,2146,2145,2145,2879,2179,2138,2139,2155,2157,2134,2170,2137,2149,3041,2137,3146,2873,2171,2137,2141,2150,2237,3343,2163,2148,2145,3071,2128,2163,2163,3057,3057,2145,3047,2155,2890,2890,3064,3025,2129,2134,2148,2200,3058,2197,2143,2891,2148,2131,2168,2141,2878,2165,3035,2151,2119,2154,2154,2154,2067,3024,2152,2150,2150,2163,2177,3024,2154,2154,2154,2151,2144,2135,2150,2143,2131,2893,2890,2149,2176,2147,2895,2888,2142,2179,2135,2144,2172,2155,2163,97,0,2241,2213,2147,2129,2199,2216,2238,2220,191,2228,2199,2148,2156,2198,96,2163,2204,2146,2237,2895,2149,2235,3068,2148,2149,2137,3051,2138,2138,2224,2153,2149,2224,2239,2239,2231,2231,2196,2230,2231,186,2237,193
GCF_005280855,1402,1401,1407,1445,1407,1377,1377,1580,1378,1581,1446,1397,1581,1580,1586,1390,1390,1377,1446,1581,1409,1581,1378,1581,1581,1581,1446,1581,1402,1396,1401,1397,1383,1377,1581,1403,1580,1377,1400,1377,1378,1591,1589,1402,1402,1403,1402,1402,2766,1663,1456,1493,1409,1378,1473,1394,1407,1546,2963,1407,3009,2776,1395,1557,1577,1602,713,3232,1396,1397,1601,2956,1376,1396,1396,2969,2969,1480,2961,1385,2777,2777,2972,2937,1377,1468,1538,1696,2970,1688,1600,2778,1552,1465,1394,1486,2780,1405,2932,1580,1446,1586,1586,1586,1525,2902,1583,1392,1392,1396,1413,2902,1586,1586,1586,1580,1403,1586,1392,1591,1465,2767,2777,1400,1412,1403,2767,2760,1462,1415,1416,1400,1396,1385,1396,2238,2241,0,183,1602,1461,1692,241,714,1688,2264,1700,1692,1603,1589,289,2240,1584,1684,1581,1726,2765,1406,1465,2976,1568,1543,1557,2961,1575,1378,270,1593,1406,270,308,308,318,318,287,324,704,2253,196,2264
GCF_005280875,1346,1345,1355,1402,1355,1344,1344,1551,1345,1552,1403,1363,1552,1551,1550,1357,1357,1344,1403,1552,1357,1552,1345,1552,1552,1552,1403,1552,1346,1371,1343,1372,1361,1344,1552,1349,1551,1344,1344,1344,1345,1541,1557,1346,1346,1347,1346,1346,2760,1629,1424,1450,1356,1360,1429,1366,1353,1520,2940,1353,2993,2762,1367,1533,1541,1556,723,3221,1362,1343,1549,2934,1343,1362,1362,2948,2948,1430,2940,1335,2768,2768,2955,2911,1344,1428,1518,1655,2949,1647,1546,2769,1528,1425,1364,1445,2766,1353,2909,1551,1403,1554,1554,1554,1486,2901,1551,1359,1359,1362,1375,2901,1554,1554,1554,1551,1349,1554,1359,1559,1425,2752,2768,1346,1374,1349,2754,2753,1422,1377,1356,1348,1368,1335,1362,2213,2213,183,0,1548,1423,1651,214,724,1660,2236,1666,1651,1549,1561,246,2219,1554,1641,1553,1691,2760,1354,1449,2953,1541,1515,1533,2935,1543,1339,249,1567,1354,249,285,285,291,291,244,333,723,2225,213,2236
GCF_005280915,1088,1093,1109,1056,1109,1082,1082,147,1083,148,1057,1113,148,147,184,1108,1108,1082,1057,148,1104,148,1089,148,148,148,1057,148,1088,1110,1094,1111,1111,1082,148,1105,147,1082,1101,1082,1083,164,149,1088,1088,1089,1088,1088,2744,1266,1071,1068,1102,1105,1059,1121,1093,911,2877,1093,2960,2753,1122,894,176,131,1605,3221,1112,1100,165,2922,1081,1112,1112,2897,2897,1062,2896,1089,2743,2743,2897,2850,1082,1057,895,1325,2898,1327,122,2744,910,1058,1119,1068,2752,1112,2853,147,1057,174,174,174,932,2814,174,1110,1110,1112,1118,2814,174,174,174,147,1102,168,1110,147,1058,2750,2743,1092,1117,1105,2752,2741,1053,1120,1102,1105,1123,1089,1112,2154,2147,1602,1548,0,1058,1325,1575,1606,1325,2163,1315,1325,1,152,1555,2160,135,1307,145,1360,2742,1108,1208,2900,917,896,894,2889,142,1094,1553,166,1108,1553,1577,1577,1569,1569,1553,1582,1585,2154,1608,2164
GCF_005280935,663,664,678,141,678,666,666,1050,667,1051,142,679,1051,1050,1056,676,676,666,142,1051,670,1051,673,1051,1051,1051,142,1051,663,680,660,681,676,666,1051,666,1050,666,670,666,667,1041,1065,663,663,664,663,663,2685,1220,162,297,663,669,160,663,660,1005,2844,660,2927,2692,664,1004,1049,1065,1519,3163,678,649,1051,2875,665,678,678,2862,2862,197,2860,665,2689,2689,2864,2830,666,168,996,1284,2863,1282,1054,2690,1015,179,661,180,2691,661,2829,1050,142,1068,1068,1068,989,2784,1065,680,680,678,682,2784,1068,1068,1068,1050,672,1059,680,1064,179,2678,2689,661,681,666,2680,2679,147,684,674,667,665,665,678,2124,2129,1461,1423,1058,0,1285,1446,1520,1272,2138,1270,1285,1059,1064,1414,2138,1065,1285,1063,1293,2685,677,1208,2865,1010,997,1004,2852,1057,646,1382,1065,677,1382,1414,1414,1413,1413,1412,1409,1491,2127,1467,2138
GCF_005280955,1301,1312,1312,1282,1312,1301,1301,1324,1302,1325,1283,1323,1325,1324,1320,1308,1308,1301,1283,1325,1308,1325,1307,1325,1325,1325,1283,1325,1301,1323,1316,1324,1314,1301,1325,1315,1324,1301,1309,1301,1302,1316,1327,1301,1301,1302,1301,1301,2681,1020,1299,1298,1312,1313,1305,1321,1320,1288,2857,1320,2956,2689,1322,1301,1315,1322,1683,3146,1322,1312,1311,2864,1300,1322,1322,2883,2883,1293,2873,1315,2681,2681,2875,2846,1301,1299,1294,116,2884,145,1327,2682,1303,1294,1321,1295,2692,1323,2842,1324,1283,1335,1335,1335,1299,2818,1328,1312,1312,1322,1340,2818,1335,1335,1335,1324,1312,1325,1312,1334,1294,2681,2681,1304,1339,1315,2683,2686,1288,1342,1311,1311,1323,1315,1322,2211,2199,1692,1651,1325,1285,0,1670,1684,581,2229,572,0,1326,1318,1637,2212,1335,167,1332,626,2689,1311,1481,2875,1306,1286,1301,2865,1320,1292,1655,1328,1311,1655,1657,1657,1652,1652,1635,1653,1656,2220,1678,2228
GCF_005280975,1371,1364,1373,1427,1373,1365,1365,1577,1366,1578,1428,1384,1578,1577,1581,1379,1379,1365,1428,1578,1370,1578,1366,1578,1578,1578,1428,1578,1371,1396,1362,1397,1381,1365,1578,1372,1577,1365,1362,1365,1366,1568,1591,1371,1371,1372,1371,1371,2755,1635,1458,1473,1373,1379,1450,1391,1374,1549,2956,1374,2994,2760,1392,1557,1569,1575,745,3213,1383,1354,1573,2944,1364,1383,1383,2954,2954,1459,2948,1336,2764,2764,2959,2922,1365,1445,1545,1674,2955,1663,1569,2765,1558,1449,1389,1462,2763,1370,2918,1577,1428,1582,1582,1582,1513,2896,1579,1382,1382,1383,1398,2896,1582,1582,1582,1577,1369,1584,1382,1591,1449,2743,2764,1369,1397,1372,2745,2747,1443,1400,1367,1363,1393,1336,1383,2215,2216,241,214,1575,1446,1670,0,746,1669,2235,1677,1670,1576,1584,286,2219,1582,1663,1583,1712,2756,1372,1504,2965,1561,1545,1557,2950,1575,1365,239,1592,1372,239,305,305,311,311,284,331,741,2224,273,2235
GCF_005281015,1459,1455,1469,1504,1469,1432,1432,1592,1433,1593,1505,1453,1593,1592,1588,1438,1438,1432,1505,1593,1467,1593,1435,1593,1593,1593,1505,1593,1459,1457,1460,1458,1436,1432,1593,1466,1592,1432,1443,1432,1433,1597,1589,1459,1459,1460,1459,1459,2783,1675,1519,1530,1461,1446,1519,1452,1473,1551,2943,1473,3018,2792,1453,1559,1583,1608,1,3223,1452,1453,1609,2977,1431,1452,1452,2952,2952,1528,2948,1453,2784,2784,2953,2915,1432,1521,1545,1695,2953,1688,1607,2785,1557,1511,1452,1519,2794,1471,2908,1592,1505,1587,1587,1587,1536,2864,1584,1440,1440,1452,1464,2864,1587,1587,1587,1592,1465,1592,1440,1587,1511,2770,2784,1464,1463,1466,2772,2771,1514,1466,1466,1456,1454,1453,1452,2237,2238,714,724,1606,1520,1684,746,0,1702,2252,1702,1684,1607,1594,789,2243,1593,1684,1590,1728,2780,1468,1469,2946,1570,1548,1559,2942,1583,1446,760,1602,1468,760,776,776,770,770,787,772,125,2240,712,2251
GCF_005281025,1284,1284,1296,1263,1296,1278,1278,1335,1279,1336,1264,1300,1336,1335,1331,1288,1288,1278,1264,1336,1291,1336,1282,1336,1336,1336,1264,1336,1284,1314,1290,1315,1294,1278,1336,1292,1335,1278,1285,1278,1279,1319,1337,1284,1284,1285,1284,1284,2676,1044,1276,1287,1290,1295,1285,1304,1294,1257,2901,1294,2982,2701,1305,1271,1320,1328,1701,3149,1299,1290,1317,2908,1277,1299,1299,2928,2928,1275,2923,1298,2684,2684,2923,2904,1278,1276,1262,569,2929,572,1326,2685,1263,1266,1302,1272,2704,1300,2892,1335,1264,1336,1336,1336,1287,2840,1333,1289,1289,1299,1317,2840,1336,1336,1336,1335,1292,1326,1289,1331,1266,2685,2684,1278,1316,1292,2687,2691,1271,1319,1287,1286,1306,1298,1299,2224,2220,1688,1660,1325,1272,581,1669,1702,0,2242,151,581,1326,1330,1638,2230,1340,552,1333,263,2691,1295,1442,2919,1270,1262,1271,2918,1319,1277,1665,1335,1295,1665,1672,1672,1669,1669,1636,1672,1673,2231,1686,2242
GCF_005281055,2160,2173,2169,2129,2169,2146,2146,2168,2147,2169,2130,2181,2169,2168,2161,2170,2170,2146,2130,2169,2163,2169,2149,2169,2169,2169,2130,2169,2160,2183,2163,2184,2182,2146,2169,2166,2168,2146,2165,2146,2147,2159,2178,2160,2160,2161,2160,2160,2879,2190,2150,2149,2173,2170,2147,2185,2152,2179,3031,2152,3137,2878,2186,2165,2161,2166,2251,3338,2180,2166,2164,3073,2145,2180,2180,3046,3046,2155,3037,2175,2895,2895,3053,3023,2146,2147,2174,2225,3047,2225,2157,2896,2178,2143,2183,2154,2879,2182,3035,2168,2130,2170,2170,2170,2096,3041,2168,2172,2172,2180,2191,3041,2170,2170,2170,2168,2162,2156,2172,2157,2143,2889,2895,2164,2190,2166,2891,2892,2154,2193,2155,2166,2187,2175,2180,204,191,2264,2236,2163,2138,2229,2235,2252,2242,0,2254,2229,2164,2178,2218,194,2174,2227,2161,2260,2897,2168,2251,3059,2176,2177,2165,3045,2154,2152,2243,2176,2168,2243,2247,2247,2239,2239,2216,2235,2248,26,2259,11
GCF_005281115,1283,1283,1297,1265,1297,1277,1277,1324,1278,1325,1266,1301,1325,1324,1319,1287,1287,1277,1266,1325,1292,1325,1281,1325,1325,1325,1266,1325,1283,1307,1289,1308,1295,1277,1325,1291,1324,1277,1287,1277,1278,1311,1323,1283,1283,1284,1283,1283,2688,1041,1268,1291,1291,1294,1287,1303,1295,1263,2902,1295,2977,2713,1304,1265,1309,1318,1701,3157,1300,1289,1303,2905,1276,1300,1300,2931,2931,1277,2924,1299,2696,2696,2924,2907,1277,1281,1264,562,2932,567,1316,2697,1255,1268,1301,1272,2716,1297,2895,1324,1266,1324,1324,1324,1286,2846,1319,1288,1288,1300,1314,2846,1324,1324,1324,1324,1293,1313,1288,1317,1268,2697,2696,1278,1313,1291,2699,2702,1273,1316,1289,1287,1305,1299,1300,2230,2228,1700,1666,1315,1270,572,1677,1702,151,2254,0,572,1316,1318,1648,2239,1327,547,1322,242,2707,1296,1456,2924,1270,1262,1265,2919,1308,1275,1674,1324,1296,1674,1680,1680,1675,1675,1646,1681,1679,2244,1695,2254
